EmployeeID,Name,Department,Salary
4999,Thomas Norris,Sr. Acct.,408777
4998,Melvin Renwick,AR Clerk,337759
4997,Michael Crenshaw,Tax Acct.,85005
4996,Mark Neally,Talent Acq. Spec.,456841
4995,David Guadalupe,Budget Anlst.,91148
4994,Dean Porter,File Clerk,185276
4993,Wendell Ponder,HRIS Admin.,238174
4992,Sheila Villa,Jr. Acct.,255379
4991,Robert Spearman,Int. (Intern),187035
4990,William Moore,L&D Spec.,282400
4989,Richard Osborne,HR Asst.,69595
4988,Kenneth Price,Jr. Assoc.,254271
4987,Tamara Carr,Recpt.,419678
4986,Manuel Hensley,Records Clerk,492815
4985,Dawn Resh,Fin. Reporting Spec.,327942
4984,Brenda Jarvis,Acct. Clerk,350281
4983,Samuel Jenkins,Talent Acq. Spec.,472066
4982,Janice Wilson,Sr. Acct.,440609
4981,Tamara Haas,Sr. Acct.,419749
4980,Mario Thomas,Recpt.,317492
4979,David Baca,Tax Acct.,210063
4978,Mary Johnson,Payroll Spec.,481731
4977,Jennifer Guinn,Acct. Clerk,343833
4976,Elizabeth Scott,Jr. Recruiter,314735
4975,Paul Wilson,Payroll Acct.,144429
4974,Robert Morales,Jr. Assoc.,234288
4973,George Featherstone,Tax Prep. Spec.,181442
4972,Rita Rall,Tax Prep. Spec.,403140
4971,Danny Becton,Data Entry Spec.,309307
4970,Michelle Smith,Acct. Clerk,221591
4969,Barbara Mallia,Forensic Acct. Asst.,416618
4968,Clyde Barrett,Data Entry Spec.,56100
4967,Martha Reeves,Billing Spec.,252091
4966,Michele Winston,Records Clerk,276219
4965,Thomas Mitchell,Admin. Tech.,461688
4964,Rosemary Yerger,Support Staff,169878
4963,Salvatore Hallam,Risk Anlst.,484791
4962,Brian Mangum,Treasury Anlst.,347965
4961,Nikia Benson,Forensic Acct. Asst.,373507
4960,Leonor Mullenbach,Acct. Asst.,296240
4959,Jill Hammonds,Jr. Acct.,487484
4958,Isabel Revell,Assoc.,481828
4957,Neil Richards,Inv. Anlst. Asst.,245283
4956,Janet Sheffield,Inv. Anlst. Asst.,319802
4955,Virginia Moyer,Support Staff,216915
4954,George Dampeer,Org. Dev. Asst.,213385
4953,Jennifer Cole,Acct. Asst.,55667
4952,Judson Wright,Fin. Reporting Spec.,359116
4951,Larry Lievano,Fin. Anlst.,215615
4950,Helen Mckeller,Data Entry Spec.,169441
4949,Carl Davis,Support Staff,208901
4948,Madeline Brown,Payroll Spec.,68192
4947,Mildred Nutt,AR Clerk,112792
4946,Eddie Long,Tax Prep. Spec.,58021
4945,Walter Watts,Trainee,142618
4944,Robert Juarez,Comp. Anlst.,252054
4943,Doris Nash,Org. Dev. Asst.,279755
4942,Moshe Hanson,Mail Clerk,191571
4941,Van Johnson,Int. (Intern),178268
4940,Christopher Williams,Workforce Anlst.,66588
4939,Marguerite Andrews,Records Clerk,175328
4938,John Ross,HR Coord.,481700
4937,Patrick Edwards,Billing Spec.,376234
4936,Ernest Poncedeleon,Recpt.,241747
4935,Lynn Moreland,Jr. Recruiter,346695
4934,Judy Smith,Int. Auditor Asst.,201172
4933,Rodney Williams,AP Spec.,278096
4932,Sade Altschuler,Jr. Fin. Anlst.,485916
4931,Deirdre Mclendon,Bookkeeper,493198
4930,Vincent Mason,Records Clerk,102840
4929,June Evans,File Clerk,315471
4928,Glenn Dodson,HR Gen.,106113
4927,Katie Rich,Fin. Assoc.,98480
