EmployeeID,Name,Department,Salary
14569,Alan Smith,Off. Staff,357182
7667,Timothy Sobus,Apprentice,414065
13084,Lucas Tomlinson,Fin. Anlst.,230139
7514,Harold Parker,Acct. Clerk,194600
18060,Mike Anderson,Jr. Coord.,159209
2806,Lena Wilson,Inv. Anlst. Asst.,79995
16740,Tosha Guzman,HR Gen.,84789
15654,Jon Cromwell,HR Cons. Asst.,317812
18480,Joseph Parker,Fin. Reporting Spec.,295911
18118,Ruth Haynes,Jr. Benefits Spec.,185471
8222,Daren Sugarman,Org. Dev. Asst.,378060
7867,Antonio Wager,HR Coord.,412051
15078,Bradley Mcintyre,Bookkeeper,490495
709,Hector Hof,Coord.,438403
10036,Jackie Fountain,Fin. Anlst.,455608
18938,Nancy Puckett,Tax Acct.,343401
13123,Betty Price,Fin. Anlst.,72370
1524,Kristina Estell,Jr. Fin. Anlst.,489174
2595,Janine Lee,People Ops Gen.,155396
4143,Jenny Lopez,HR Asst.,276201
2735,Elizabeth Rollins,Compliance Anlst.,233588
16270,Ralph Allen,Credit Anlst.,218518
18515,Mary Starbuck,File Clerk,83150
15134,Sergio Miller,Admin. Tech.,59549
1831,Norma Daugherty,Int. (Intern),80067
11567,David Lopez,Recruiter,489923
1745,Matthew Gross,Treasury Anlst.,470938
16861,Jacquelyn Webber,Acct. Clerk,148407
18253,Beatriz Clark,Treasury Anlst.,497805
9046,Holly Williams,Jr. Benefits Spec.,339213
17260,Christina Freedman,Inv. Anlst. Asst.,399133
8365,Richard Hellman,People Ops Gen.,77444
1474,Beverly Bacon,Asst. (Admin),259945
11136,Cecilia Dunbar,Recpt.,134447
9556,George Beddingfield,Comp. Anlst.,398146
12620,Eugene Crecelius,Payroll Acct.,477294
12565,Beth Garza,Coord.,272064
4219,Ralph Gan,Coord.,439491
18452,Esther Saldana,Asst. (Admin),156506
19763,Ramona Lynch,HR Cons. Asst.,268586
1617,Keith Machado,Jr. Recruiter,256938
11644,Lois Viloria,Bookkeeper,216448
9890,Angela Miles,Acct. Asst.,245095
5989,Raymond Lashley,Jr. Fin. Anlst.,128239
7580,Brian Smith,Clerk,425805
1404,Karen Long,Assoc.,252467
13125,Nathaniel Laperouse,AR Clerk,322144
11959,Brian Luna,Fin. Anlst.,223144
7963,Susan Joyce,Credit Anlst.,200729
11374,John Sasahara,Talent Acq. Spec.,91286
11609,Louis Radden,Fin. Reporting Spec.,322361
19432,Tina Mason,Treasury Anlst.,227765
2036,Russell Guffey,HRBP Asst.,368942
3340,Jonathan Wood,Mail Clerk,259581
11509,Frances Healy,Inv. Anlst. Asst.,492837
8058,John Mcintyre,Jr. Benefits Spec.,177187
4760,Michael Torres,Records Clerk,125533
17640,Christopher Heisler,Jr. Benefits Spec.,275684
15469,Jeanne Garvin,Recpt.,466630
2757,Kenneth Anderson,Office Mgr.,250267
8554,Beth Putnam,Comp. Anlst.,456284
7680,Isabel Fong,Forensic Acct. Asst.,76853
993,Melvin Myers,Org. Dev. Asst.,120212
15061,Suzie Powell,Clerk,69893
6011,Andrew Damon,Mail Clerk,216021
10204,Kandra Mcauliffe,Workforce Anlst.,471608
1612,Ashley Martin,Int. (Intern),231698
23,Bryan Ferdig,Jr. Assoc.,306441
5018,Donald Delisle,Records Clerk,129808
2998,Bonny Anderson,Data Entry Spec.,256166
19103,Thomas Williams,People Ops Gen.,477722
13896,Tonya Roach,Workforce Anlst.,307815
18317,Lavern Germy,Coord.,92378
410,Preston Skillings,Apprentice,138210
11756,Donna Anderson,Recpt.,352522
6260,Jessica Lugo,File Clerk,290446
562,Carol Whitley,Comp. Anlst.,458905
14160,Jose Velasco,Assoc.,490336
12330,Mark Storm,Forensic Acct. Asst.,123180
15539,Charles Wood,Assoc.,369691
11504,Terry Hipp,Records Clerk,394322
7185,Thomas Taylor,Tax Acct.,398548
13563,Andrew Hastings,Fin. Anlst.,480004
727,Nancy Brown,Talent Mgr. Asst.,464797
1554,Lois White,Compliance Anlst.,73990
