EmployeeID,Name,Department,Salary
4787,Thomas Moore,T&D Coord.,466080
2823,Elizabeth Chalender,Bookkeeper,62293
3946,Crystal Garcia,Jr. Assoc.,134439
756,Patricia Folsom,File Clerk,429624
754,Laura Castro,People Ops Gen.,390705
1163,Maria Torres,Records Clerk,179532
100,Francis Robbins,AP Spec.,311829
1489,Michael Baxter,T&D Coord.,218847
1347,Daniel Copeland,Jr. Compliance Off.,100566
3322,Angela Vicic,Acct. Clerk,165244
3820,Estelle Gerlach,Office Mgr.,337003
2759,Scott Limbrick,Int. (Intern),413763
2883,Barbara Brooks,AR Clerk,208582
804,Robert Clinton,AP Spec.,166617
1518,Annie Kelly,Coord.,212637
3990,Robert Cross,Apprentice,416983
4231,Anna Frankhouser,Inv. Anlst. Asst.,112014
4806,Kyle Gray,Jr. Auditor,400834
923,Mary Zenger,Acct. Clerk,222161
4110,Amy Solis,HR Cons. Asst.,320713
219,Dawn Jenkins,Int. (Intern),469551
86,Sandy Augustus,Clerk,216861
4811,Frances Gray,Coord.,274317
707,Mary Bouchard,HR Coord.,373707
162,Teresa Armstrong,T&D Coord.,412616
3465,Herman Hoare,Billing Spec.,323537
4320,Blake Barber,L&D Spec.,320182
4457,Daniel Green,HR Cons. Asst.,432043
3025,Mary Paulk,Sr. Acct.,231274
552,Charles Stewart,Org. Dev. Asst.,412620
4865,Mark Sykes,Records Clerk,133047
4844,Hattie Hickson,T&D Coord.,491864
3213,Waldo Schuett,Budget Anlst.,365901
3187,Willard Burrell,Fin. Reporting Spec.,56939
1011,Joel Ritz,Org. Dev. Asst.,450614
2583,Richard Gilmore,Fin. Anlst.,59862
3471,Sue Hildebrandt,Admin. Tech.,234565
1635,Mary Price,AR Clerk,123629
3572,Tommy Thibodeau,Recruiter,481279
4805,Pearle Hinesley,Admin. Tech.,344205
1812,Bruce Blanton,Forensic Acct. Asst.,216927
2894,Carlos Marini,Payroll Spec.,164905
1188,David Mcguire,Recpt.,426655
69,Jeannette Sweeney,AR Clerk,287678
322,Monica Lambert,Acct. Clerk,269380
514,Philip Strode,Support Staff,303890
753,Irene Woods,Payroll Spec.,163166
1946,Autumn Espinoza,Mail Clerk,58751
721,Esther Ruiz,Jr. Recruiter,414913
4175,Marianne Sims,Workforce Anlst.,386382
2259,Jessica Shuler,Asst. (Admin),323074
102,Lilian Reed,Jr. Acct.,392983
966,Michael Martin,Billing Spec.,57759
3751,Kay Wong,Office Coord.,110870
2705,Amy Walker,Assoc.,383632
3770,Levi Henry,Forensic Acct. Asst.,57105
1225,Terry Coleman,HR Coord.,217863
444,Carie Berg,File Clerk,145538
3341,Ina Michaud,Acct. Clerk,196564
4141,Patricia Holbrook,Jr. Fin. Anlst.,283413
1198,Mary Blecha,Sr. Acct.,153804
416,Stephanie Cormier,Sr. Acct.,102881
4389,Robert Haw,HRIS Admin.,82185
1737,Luis Gillespie,Fin. Anlst.,475836
3600,Roberta Wolf,Bookkeeper,428604
3812,Leslie Plascencia,L&D Spec.,190867
2953,Cathrine Beattie,Bookkeeper,472245
1918,John Harrison,HR Coord.,499591
2942,Margaret Vanarsdale,HR Asst.,342689
1919,Sophie Oakes,Forensic Acct. Asst.,302284
8,Barbara Hughes,Fin. Assoc.,327316
346,Estelle Serna,Payroll Acct.,141078
4592,Daniel Call,Fin. Reporting Spec.,230283
3162,Laura Wood,Inv. Anlst. Asst.,486321
632,David Horsley,Acct. Asst.,330817
766,Shirley Allen,Jr. Fin. Anlst.,350736
530,Carolyn Jackson,Trainee,390383
2741,Mary Froedge,Jr. Compliance Off.,184567
4471,Raymond Rodriguez,Fin. Anlst.,414575
2307,Randall Chute,Talent Mgr. Asst.,180217
51,David Hillegas,Fin. Reporting Spec.,331741
2505,Carol Sims,Compliance Anlst.,186662
4088,Kelly Elliott,Proc. Asst.,173168
1066,Steven Alcaraz,HR Gen.,457547
1506,Edna Raines,Tax Acct.,210683
3543,Wendi Smith,Trainee,402671
2670,Victor Teas,HRBP Asst.,487231
1943,Brendan Vinson,AP Spec.,269680
4240,John Pond,T&D Coord.,152650
293,Deanna Sawyer,Fin. Reporting Spec.,393436
520,Lucille Little,Sr. Acct.,71072
3263,Maye Jensen,Payroll Spec.,203708
4578,Curtis Rodriguez,HRBP Asst.,182301
2254,Jeff Walsh,Bookkeeper,231096
2776,Randy Maymi,Clerk,150989
1086,Rene Moffett,Admin. Tech.,359768
1977,Veola Patton,Admin. Tech.,367114
4658,Irene Mcgeorge,Comp. Anlst.,386607
3352,Emma Mcclain,Jr. Benefits Spec.,184053
4412,Susan Flora,Asst. (Admin),394572
3060,Charlene Gruber,Jr. Compliance Off.,253345
2086,Johnathan Wilson,HR Asst.,328698
4601,Hope Lehtonen,Jr. Recruiter,438933
2784,Ronald Murray,Coord.,446430
1427,Andrew Laurie,HRIS Admin.,471215
2746,Deborah Nakamura,Office Coord.,101576
2564,Donna Briseno,Admin. Tech.,424341
3252,Pamela Torres,Receptionist,358842
2156,John Baker,Gen. Asst.,457317
394,Peggy Rew,Jr. Compliance Off.,128482
2711,Pearl Dondero,Org. Dev. Asst.,306079
1648,Alexis Mccarthy,Trainee,345350
1875,Fernando Martin,Jr. Compliance Off.,99234
4367,Hillary Alegria,Int. Auditor Asst.,272865
4917,Bernard Burley,Talent Acq. Spec.,224379
4840,Alice Hull,T&D Coord.,445422
3824,Martha Houston,Support Staff,276626
1519,Jessica Paules,Admin. Tech.,224824
3731,Pearl Lundy,HR Gen.,437833
1990,Veronica Babcock,Office Coord.,215044
715,Virginia Cordes,Acct. Asst.,196217
4845,Nick Jones,Asst. (Admin),157535
1581,Amy Mccune,Assoc.,66042
1769,Rita Vessey,Recpt.,253370
2281,Joyce Birk,Bookkeeper,56884
4189,Blair Roe,Office Coord.,204122
1739,Patty Justice,Comp. Anlst.,210006
4458,Kathleen Lee,Fin. Anlst.,470352
4992,Sherry Conger,Mail Clerk,320083
1579,Larry Potter,Sr. Acct.,335217
463,Brad Cannon,Forensic Acct. Asst.,489696
1951,Joshua Tellis,Office Coord.,112833
1961,Christian Kelley,Clerk,87743
850,Jack Harrison,Proc. Asst.,112621
3639,Gail Pegues,Budget Anlst.,327758
4895,Kim Graham,Payroll Spec.,225919
4500,John Congleton,HR Cons. Asst.,281787
1236,Jerome Rehm,Admin. Tech.,449351
161,Marvin Lettinga,Recruiter,469913
2061,Cecelia Craft,Recruiter,89065
3266,Monica Brymer,HR Gen.,277851
