EmployeeID,Name,Department,Salary
19999,Leslie Bahr,Acct. Asst.,97980
19998,Elmer White,HRIS Admin.,383969
19997,Gertrude Padmore,Tax Prep. Spec.,229248
19996,Gladys Mone,Support Staff,331667
19995,Wanda Pope,AP Spec.,397158
19994,Mark Beverly,Jr. Fin. Anlst.,166018
19993,Daniel Chaney,Risk Anlst.,365546
19992,Thelma Gordon,People Ops Gen.,485422
19991,Stephen Anderson,Tax Prep. Spec.,157389
19990,Betty White,L&D Spec.,197957
19989,Eugene Mckelvey,HR Gen.,64394
19988,Brittani Kirby,HRBP Asst.,149084
19987,Margie Taylor,Jr. Auditor,55852
19986,Darrell Johnson,HR Asst.,391578
19985,Martin Anthony,Treasury Anlst.,418972
19984,Laurence Whitty,HR Cons. Asst.,302625
19983,Dwight Sandler,Fin. Reporting Spec.,184066
19982,Robert Woodson,Data Entry Spec.,370097
19981,Angel Baumann,Office Coord.,431234
19980,Robert Wilson,Office Coord.,480539
19979,John Dorsey,L&D Spec.,180408
19978,Hang Daniels,Gen. Asst.,271349
19977,Scott Ford,Tax Acct.,169986
19976,Kristina Carr,Forensic Acct. Asst.,94423
19975,Hollis Nelson,Fin. Anlst.,475557
19974,April Scott,HR Asst.,416195
19973,Marcelle Lyons,HR Asst.,242485
19972,Mary Hitch,HRIS Admin.,172193
19971,Judy Egger,HR Coord.,115519
19970,William Goldstein,HR Coord.,127307
19969,Marjorie Green,Jr. Auditor,302407
19968,Thomas Hubbard,Proc. Asst.,221186
19967,Linda Flath,Credit Anlst.,67859
19966,Ray Warwick,HRBP Asst.,288996
19965,Aundrea Bangert,Talent Mgr. Asst.,116889
19964,Shirlee Fraire,Data Entry Spec.,267593
19963,Arthur Watts,Inv. Anlst. Asst.,292262
19962,Toni Williams,Coord.,80482
19961,Phylis Lee,Office Mgr.,268887
19960,Mary Mero,Acct. Asst.,392407
19959,Richard Garcia,AR Clerk,304767
19958,Cathy Stafford,Sr. Acct.,88223
19957,Lillian Staggs,Credit Anlst.,372410
19956,Wiley Johnson,Trainee,495134
19955,Tasha Potts,L&D Spec.,260343
19954,Robert Humann,Data Entry Spec.,85743
19953,Anthony Williams,Billing Spec.,331696
19952,Margaret Perez,Apprentice,439801
19951,Deborah Sanchez,Recpt.,67677
19950,Barbara Woolem,Tax Prep. Spec.,337784
19949,Naomi Gregory,Talent Acq. Spec.,471749
