EmployeeID,Name,Department,Salary
1,Julianne Zellinger,Assoc.,415614
2,Pauline Weathers,Asst. (Admin),360325
3,Raquel Mintz,Int. (Intern),368997
4,Joy Miller,Gen. Asst.,328644
5,Rusty Lankford,Office Mgr.,74223
6,Lance Madry,Jr. Auditor,207879
7,Deborah Salgado,Data Entry Spec.,383181
8,Harold Helmy,T&D Coord.,280192
9,Felicita Turner,Risk Anlst.,80690
10,Keith Mueller,Compliance Anlst.,238266
11,Ruth Cooper,Recruiter,148362
12,Carl Mitchell,HRBP Asst.,364420
13,Kenneth Alvarez,Data Entry Spec.,58888
14,Michelle Martinez,Jr. Acct.,160192
15,Dora Johnson,Apprentice,240038
16,Richard Johnson,HR Cons. Asst.,441522
17,Harry Kuhlmann,Acct. Clerk,158055
18,Michael Yale,Compliance Anlst.,445495
19,Rebecca Bryson,Credit Anlst.,126009
20,Omer Tucker,Billing Spec.,278537
21,Kristen Carr,HR Cons. Asst.,239272
22,Terry Wright,HRIS Admin.,243955
23,Janet Shaw,Proc. Asst.,379340
24,Shelly Rivera,Credit Anlst.,179805
25,Rose Mantooth,Billing Spec.,158564
26,Jordan Barnett,Jr. Auditor,266247
27,Willie Whatley,Fin. Assoc.,279572
28,Linda Sowell,Int. (Intern),302892
29,Raymond Azevedo,HRBP Asst.,268042
30,John Mercado,Data Entry Spec.,226697
31,Maynard Imhoff,Talent Acq. Spec.,436887
32,Todd Hulett,Acct. Clerk,431470
33,Maureen Knapp,Off. Staff,444954
34,Jane Haage,HR Asst.,425471
35,Wesley Doyle,Admin. Tech.,374576
36,Carlos Thorton,Jr. Assoc.,455999
37,Kristin Blankenship,Billing Spec.,191694
38,Denise Borders,Talent Mgr. Asst.,79214
39,Shelia Reeves,Payroll Acct.,308922
40,Eric Henderson,Fin. Reporting Spec.,310739
41,Ricardo Bauder,Tax Prep. Spec.,469262
42,Melissa Bonilla,Fin. Reporting Spec.,272674
43,Kellie Horton,Data Entry Spec.,356920
44,Marcos Jeffries,Comp. Anlst.,177206
45,Mary Powell,Acct. Clerk,95473
46,Lance Molina,Admin. Tech.,223239
47,Darrick Latham,HR Gen.,237086
48,Michael Higginbotham,Org. Dev. Asst.,424356
49,Mary Cherry,Acct. Clerk,395471
50,Dolores Bryan,Workforce Anlst.,459603
51,Vera Roach,Risk Anlst.,440978
52,Eva Apodaca,Fin. Anlst.,325097
53,James Banks,HRIS Admin.,269913
54,Stephen Taylor,Billing Spec.,463927
55,Earl Brown,Billing Spec.,390868
56,Robert Roten,T&D Coord.,129796
57,Michelle Ammons,Jr. Benefits Spec.,483730
58,Karen Clinton,Gen. Asst.,427612
59,Samuel Griggs,Inv. Anlst. Asst.,365030
60,Gail Newby,Trainee,72081
61,Gary Purcell,Budget Anlst.,437331
62,Robert Knapp,Mail Clerk,352249
63,Suzanne Taylor,Recruiter,249413
64,Joseph Coupe,Acct. Clerk,367437
65,Noe Brown,Bookkeeper,486080
66,Paul Riley,Jr. Benefits Spec.,155411
67,Amy Svobodny,Support Staff,442153
68,Thomas Singleton,Jr. Recruiter,105065
69,Nicholas Beach,Jr. Fin. Anlst.,180365
70,Brett Sparks,Records Clerk,207499
71,James Gonder,Sr. Acct.,301016
72,Helen Castillo,Office Mgr.,491526
73,Mildred Henry,Tax Prep. Spec.,82548
74,Steven Betancourt,Int. Auditor Asst.,409100
75,Terry Gjelaj,Admin. Tech.,255025
76,Rosaline Pence,HR Cons. Asst.,275349
77,Wyatt Fryer,People Ops Gen.,284249
78,Kenneth Weston,Jr. Coord.,305745
79,Nigel Streb,Fin. Anlst.,460971
80,Vincent Marek,Comp. Anlst.,347292
81,Jean Mccallion,Treasury Anlst.,210454
82,James Waldo,Bookkeeper,119665
83,Helen Clouse,Receptionist,120349
84,Patricia Lorello,Risk Anlst.,66403
85,Dawn James,Office Coord.,333830
86,John Smith,Inv. Anlst. Asst.,434373
87,Kenneth Rodriguez,Fin. Assoc.,261259
88,Joan Murray,Fin. Anlst.,475055
89,Leah Pena,People Ops Gen.,66328
90,James Hicks,T&D Coord.,418406
91,Charles Fulton,Asst. (Admin),385545
92,Carey Bible,Sr. Acct.,487966
93,Alma Wood,Recruiter,449785
94,Barbara Walls,T&D Coord.,251728
95,Peter Baker,Receptionist,122608
96,John Chin,Credit Anlst.,296085
97,Thelma Davis,Records Clerk,257243
98,Marie Humphrey,Credit Anlst.,178383
99,Douglas Canon,Proc. Asst.,233499
100,Michele Garland,AP Spec.,481677
101,Kenneth Cornett,Int. (Intern),389701
102,Cara Mcdaniels,HR Cons. Asst.,134158
103,William Smith,Payroll Spec.,171197
104,Ashley Mettlen,Org. Dev. Asst.,118621
105,Tameka Kenney,HR Coord.,473039
106,William Morris,Compliance Anlst.,193831
107,Lizzie Chapman,Trainee,344037
108,Mildred Mumford,Asst. (Admin),95928
109,Jorge Forde,Tax Acct.,247327
110,Tony Allen,Acct. Asst.,400824
111,Valerie Brown,Tax Prep. Spec.,209807
112,Kerry Madsen,Admin. Tech.,315309
113,Richard Miller,Clerk,473025
114,Alice Huggins,Admin. Tech.,469697
115,Cynthia Byrd,HR Asst.,347123
116,Anita Jackson,Jr. Assoc.,329071
117,Michael Bonner,Receptionist,354951
118,Bennie Lowe,Compliance Anlst.,283283
119,Stephanie Broddy,HRBP Asst.,117136
120,Ryan Scroggins,Fin. Assoc.,483913
121,Irene Chinn,Credit Anlst.,339244
122,Tracey Haberman,Recpt.,217971
123,Destiny Fugate,Jr. Acct.,459473
124,Marina Brown,Talent Acq. Spec.,349839
125,Christina Quirk,Payroll Spec.,417252
126,Eunice Gajewski,Comp. Anlst.,311097
127,Robert Clark,Inv. Anlst. Asst.,60172
128,Gary Clark,Support Staff,416614
129,Frances Brown,Jr. Coord.,337832
130,Michael Terrell,Jr. Recruiter,432921
131,Louie Gardner,Acct. Clerk,274956
132,Mariano Gonzalez,T&D Coord.,84772
133,Summer Yuste,Forensic Acct. Asst.,84252
134,Jim Schroeder,Int. Auditor Asst.,139902
135,Porfirio Whitson,Recruiter,148954
136,Daniel Colbert,Recpt.,339255
137,Laura Oliver,Fin. Assoc.,62845
138,Melanie Clore,Compliance Anlst.,457900
139,Eddie Morgan,Fin. Anlst.,169268
140,Mavis Reyes,Bookkeeper,95765
141,Sophie Aguirre,Coord.,430286
142,Joan Rodriguez,HR Cons. Asst.,51464
143,Robert Hicks,AP Spec.,339297
144,Thomas Brown,Jr. Recruiter,440925
145,Neva Bliss,HR Cons. Asst.,478017
146,Dorothy Traylor,Treasury Anlst.,79211
147,Joseph Shiffer,Clerk,113675
148,Karl Amin,Workforce Anlst.,448962
149,Leroy Jackson,Inv. Anlst. Asst.,492480
150,Juliana Gayhart,HR Cons. Asst.,434468
151,Willis Ramiez,Billing Spec.,445859
152,Stephine Miller,Fin. Reporting Spec.,458416
153,Cory Cartright,Talent Acq. Spec.,386441
154,Betty Moore,Forensic Acct. Asst.,108308
155,David Broderick,Sr. Acct.,309538
156,Daniel Bowman,Treasury Anlst.,272547
157,Essie Lee,HR Coord.,383512
158,Anthony Patrick,Talent Acq. Spec.,68348
159,James Chism,Inv. Anlst. Asst.,214362
160,Timothy Vaccaro,Payroll Acct.,356739
161,Brian Kenkel,T&D Coord.,451518
162,Jeffrey Topel,Office Coord.,452209
163,Robert Peterson,Sr. Acct.,294872
164,Jesse Thorpe,Billing Spec.,282961
165,Erica Grant,HR Coord.,475665
166,Mark Garcia,Workforce Anlst.,192678
167,Daniel Harriss,Jr. Recruiter,493768
168,Deanna Jordan,Tax Acct.,317002
169,Lynda Herrera,Tax Prep. Spec.,432814
170,Marilyn Britten,Billing Spec.,458784
171,David Varella,Jr. Auditor,403269
172,Micheal Luckett,Int. (Intern),398843
173,Juana Duke,Support Staff,259785
174,Alberta Rosamond,Trainee,399818
175,Rod Armstrong,Workforce Anlst.,379587
176,Jeanne Seals,Bookkeeper,235915
177,Robert Leyendecker,Int. (Intern),421266
178,Judith Kimpton,HRIS Admin.,83186
179,David Baptiste,AP Spec.,230486
180,John Shaffer,Data Entry Spec.,228699
181,Matthew Clark,Jr. Benefits Spec.,394138
182,William Peebles,Asst. (Admin),52189
183,Jimmy Sears,Int. Auditor Asst.,351186
184,Stephen Cooke,Talent Acq. Spec.,316094
185,Frank Baca,Proc. Asst.,265296
186,Jimmy Montgomery,Credit Anlst.,176778
187,Mary Vandenbosch,Apprentice,367356
188,Melissa Barnes,HR Cons. Asst.,274401
189,Elizabeth Hulse,Inv. Anlst. Asst.,311827
190,Michael Britton,Tax Acct.,460980
191,Terry Daniels,Gen. Asst.,236863
192,Andy Burrows,AP Spec.,57566
193,Zofia Chambers,Admin. Tech.,52977
194,Sadie Luft,Credit Anlst.,427771
195,Russell Mccane,Recpt.,153484
196,Brandon Noeldner,Data Entry Spec.,290014
197,Clifford Shepherd,T&D Coord.,87766
198,Cecil Rios,HRIS Admin.,290339
199,Wes Coward,Jr. Assoc.,189331
200,Rubie Ramirez,Treasury Anlst.,373579
201,Benjamin Carlton,Fin. Assoc.,226811
202,Samuel Johnson,Bookkeeper,444086
203,Josefa Purcell,Off. Staff,180411
204,Henry August,Budget Anlst.,300615
205,Paul Bennett,Assoc.,91230
206,Billie Buckman,Sr. Acct.,491539
207,Alvaro Schwalb,Acct. Asst.,100941
208,Mark Goldblatt,Recpt.,196500
209,Todd Stephenson,Off. Staff,430238
210,Lilian Hathaway,Int. (Intern),205159
211,Robert Nicholson,Jr. Coord.,391164
212,Theodore Fulmer,Acct. Asst.,185533
213,Jonathan Schorr,Inv. Anlst. Asst.,401975
214,Carole Quintero,Coord.,147482
215,Bob Naranjo,Bookkeeper,183437
216,Sean Mccoy,Bookkeeper,294621
217,Daniel Anderson,Off. Staff,380093
218,Joy Mullens,Forensic Acct. Asst.,301022
219,Randall Horne,Treasury Anlst.,417867
220,David Harrison,Trainee,166291
221,Angel Skelton,Fin. Anlst.,159695
222,Fred Casson,Recruiter,213431
223,Courtney Bryson,Records Clerk,460243
224,Isaiah Smith,File Clerk,323494
225,Michael Powell,HR Asst.,150484
226,Rosie Kingsley,Jr. Auditor,396232
227,Clayton Hecht,Jr. Benefits Spec.,131381
228,Traci Chavarria,Acct. Clerk,313922
229,Esperanza Seidel,Proc. Asst.,297498
230,Mabel Lu,Treasury Anlst.,331535
231,Ethel Horton,Risk Anlst.,233760
232,Candice Watson,Jr. Recruiter,484346
233,Michele Alejandro,Admin. Tech.,314325
234,Debbie Jones,Acct. Asst.,346804
235,James Branch,Int. (Intern),152949
236,Wilburn Trevathan,Jr. Acct.,432733
237,Tammy Tallarico,Mail Clerk,324795
238,Heather Hamlin,Sr. Acct.,226478
239,Shirley Katowicz,Sr. Acct.,385906
240,Rhonda Kyles,Comp. Anlst.,252989
241,Julie Cadwell,File Clerk,226001
242,Josephine Plancarte,Jr. Acct.,333242
243,Gary Jackson,Talent Acq. Spec.,133821
244,Robert Herbert,HR Cons. Asst.,417423
245,Debra Phillips,Assoc.,474218
246,Kathy Summers,Records Clerk,159644
247,Richard Fincham,Tax Prep. Spec.,174327
248,Helen Maxwell,Jr. Auditor,193368
249,Greg Gibson,Forensic Acct. Asst.,238978
250,Peter Hill,Fin. Reporting Spec.,338122
251,Robert Adams,Jr. Fin. Anlst.,394891
252,Douglas Furman,HRBP Asst.,122442
253,Carrie Scott,Office Coord.,491429
254,Anita Sewell,Jr. Compliance Off.,350297
