EmployeeID,Name,Department,Salary
1,Thelma Ramerez,Jr. Fin. Anlst.,281774
2,Barry Jensen,Talent Acq. Spec.,91016
3,Paul Wilson,Payroll Spec.,332251
4,Geraldine Delacruz,Tax Acct.,441474
5,Robert Holton,People Ops Gen.,286254
6,Timothy Reed,Treasury Anlst.,455594
7,Andrea Deatherage,Billing Spec.,278166
8,Ronald Bagdon,Gen. Asst.,413724
9,Alexander Lusk,Int. (Intern),434456
10,Larry Franklin,HRIS Admin.,55053
11,Joseph Fleming,Trainee,244273
12,Rene Bates,Data Entry Spec.,72986
13,Mike Mckay,Jr. Benefits Spec.,462287
14,Victor Wall,Org. Dev. Asst.,212029
15,Lisa Marrero,Gen. Asst.,234189
16,Chris Nelson,Office Coord.,489886
17,Dorothy Gordon,Int. (Intern),383489
18,William Peterson,Forensic Acct. Asst.,296361
19,Ray Obrien,Talent Acq. Spec.,454481
20,Jeffrey Worsham,Proc. Asst.,413452
21,Dinah Parsons,Support Staff,56165
22,Elsie Raggio,Budget Anlst.,361547
23,Aaron Schwarz,HR Coord.,288057
24,Gonzalo Skelton,Int. (Intern),338706
25,Richard Malkin,Coord.,370039
26,Charles Mora,Jr. Compliance Off.,419483
27,Hershel Rudisill,Fin. Reporting Spec.,73515
28,Javier Dingmann,Credit Anlst.,364770
29,Crystal Beasley,Mail Clerk,200963
30,Winona King,Talent Acq. Spec.,167032
31,Christopher Marino,Proc. Asst.,459642
32,Joy Garcia,People Ops Gen.,288663
33,Douglas Baley,Inv. Anlst. Asst.,169035
34,Norine Crowther,Off. Staff,133312
35,Harold Alexander,Trainee,342129
36,Cheryl Harris,Tax Prep. Spec.,406674
37,George Winfield,Bookkeeper,151596
38,Stephen Randell,Risk Anlst.,438905
39,Stacy Jones,Tax Acct.,56300
40,James White,Workforce Anlst.,349978
41,James Dickson,People Ops Gen.,141724
42,Patricia Sheffield,Data Entry Spec.,312260
43,Josephine Mercer,Gen. Asst.,207703
44,Tamika Adams,Gen. Asst.,59887
45,Belinda Strause,HRBP Asst.,263122
46,Jonas Haddix,Admin. Tech.,77382
47,Sandra Simons,Acct. Asst.,413850
